"formal";"informal"
"0";1,18647888660821e-05;2,85930776159092e-05
"1";0,00206447326269829;0,0165696884784194
"2";0,00433064793611998;0,028964787624916
"3";0,00702395500872062;0,0383290205441263
"4";0,00447302540251296;0,0234892132614694
"5";0,00347638313776206;0,0145252834288819
"6";0,116725792864516;0,292778818248102
"7";0,00405775779220009;0,0159978269261012
"8";0,00683411838686331;0,0178706735099432
"9";0,0127902423976365;0,028650263771141
"10";0,0376707046498108;0,0693668062961957
"11";0,017773453721391;0,0363275051110126
"12";0,0181768565428378;0,0335110869658456
"13";0,31813058386626;0,272906629305045
"14";0,0254499721177462;0,0147683245886171
"15";0,0385961581813652;0,0189143208429239
"16";0,0584815443209188;0,0219737801478262
"17";0,0702988740315366;0,016998584642658
"18";0,187867066905544;0,0339542796688922
"19";0,0160886537024074;0,00181566042861023
"20";0,0413369244094301;0,00191573620026592
"21";0,00692903669779196;0,000271634237351137
"22";0,00103223663134915;7,1482694039773e-05
"23";0,000379673243714628;0
